uid,brand,url,price,currency,image_url,collection,reference_code,life_span_date,life_span,price_eur,year,quarter,price_category,year_quarter
1210045,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01296-luminor-chrono-flyback-verde-militare.html,13900,USD,"https://www.panerai.com/content/dam/rcq/pan/22/75/15/0/2275150.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/75/15/0/2275150.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01296,2022-03-29,Q4 March 2022,12539.467749210644,2022,1,Mid Range,2022Q1
1210046,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01270-luminor-marina-quaranta.html,7100,USD,"https://www.panerai.com/content/dam/rcq/pan/22/37/39/8/2237398.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/37/39/8/2237398.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01270,2022-03-29,Q4 March 2022,6405.051871898962,2022,1,Entry Level,2022Q1
1210047,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01271-luminor-marina-quaranta.html,7100,USD,"https://www.panerai.com/content/dam/rcq/pan/22/37/63/3/2237633.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/37/63/3/2237633.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01271,2022-03-29,Q4 March 2022,6405.051871898962,2022,1,Entry Level,2022Q1
1210048,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01272-luminor-marina-quaranta.html,7100,USD,"https://www.panerai.com/content/dam/rcq/pan/22/37/63/4/2237634.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/37/63/4/2237634.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01272,2022-03-29,Q4 March 2022,6405.051871898962,2022,1,Entry Level,2022Q1
1210049,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01298-luminor-chrono--flyback-ceramica.html,15900,USD,"https://www.panerai.com/content/dam/rcq/pan/22/24/33/8/2224338.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/24/33/8/2224338.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01298,2022-03-29,Q4 March 2022,14343.707713125845,2022,1,Mid Range,2022Q1
1210050,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01438-tuttonero-luminor-gmt---44mm.html,14900,USD,"https://www.panerai.com/content/dam/rcq/pan/19/05/23/0/1905230.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/05/23/0/1905230.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01438,2022-03-29,Q4 March 2022,13441.587731168245,2022,1,Mid Range,2022Q1
1210051,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01218-luminor-chrono.html,9200,USD,"https://www.panerai.com/content/dam/rcq/pan/21/48/54/1/2148541.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/48/54/1/2148541.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01218,2022-03-29,Q4 March 2022,8299.503834009924,2022,1,Entry Level,2022Q1
1210052,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01303-luminor-chrono-luna-rossa.html,9400,USD,"https://www.panerai.com/content/dam/rcq/pan/21/48/52/9/2148529.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/48/52/9/2148529.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01303,2022-03-29,Q4 March 2022,8479.927830401442,2022,1,Entry Level,2022Q1
1210053,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01135-luminor-chrono-monopulsante-8-giorni-gmt-blu-notte.html,22500,USD,"https://www.panerai.com/content/dam/rcq/pan/21/48/53/6/2148536.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/48/53/6/2148536.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01135,2022-03-29,Q4 March 2022,20297.699594046007,2022,1,Mid Range,2022Q1
1210054,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01312-luminor-marina---44mm.html,8100,USD,"https://www.panerai.com/content/dam/rcq/pan/13/33/02/4/1333024.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/13/33/02/4/1333024.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01312,2022-03-29,Q4 March 2022,7307.171853856563,2022,1,Entry Level,2022Q1
1210055,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00742-luminor-perpetual-calendar-goldtech.html,47200,USD,"https://www.panerai.com/content/dam/rcq/pan/21/48/57/9/2148579.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/48/57/9/2148579.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM00742,2022-03-29,Q4 March 2022,42580.06314839874,2022,1,High End,2022Q1
1210056,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00715-luminor-perpetual-calendar-platinumtech.html,67800,USD,"https://www.panerai.com/content/dam/rcq/pan/21/64/65/8/2164658.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/64/65/8/2164658.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM00715,2022-03-29,Q4 March 2022,61163.7347767253,2022,1,Ultra Luxury,2022Q1
1210057,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01112-luminor-marina-goldtech---44mm.html,24300,USD,"https://www.panerai.com/content/dam/rcq/pan/20/35/33/2/2035332.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/20/35/33/2/2035332.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01112,2022-03-29,Q4 March 2022,21921.51556156969,2022,1,Mid Range,2022Q1
1210058,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam02392-luminor-marina---42mm.html,7900,USD,"https://www.panerai.com/content/dam/rcq/pan/20/66/85/6/2066856.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/20/66/85/6/2066856.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM02392,2022-03-29,Q4 March 2022,7126.747857465042,2022,1,Entry Level,2022Q1
1210059,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01086-luminor-base-logo---44mm.html,5000,USD,"https://www.panerai.com/content/dam/rcq/pan/20/83/64/8/2083648.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/20/83/64/8/2083648.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01086,2022-03-29,Q4 March 2022,4510.599909788001,2022,1,Entry Level,2022Q1
1210061,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01313-luminor-marina---44mm.html,8100,USD,"https://www.panerai.com/content/dam/rcq/pan/20/50/94/8/2050948.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/20/50/94/8/2050948.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01313,2022-03-29,Q4 March 2022,7307.171853856563,2022,1,Entry Level,2022Q1
1210062,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01314-luminor-marina---44mm.html,8100,USD,"https://www.panerai.com/content/dam/rcq/pan/20/66/83/2/2066832.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/20/66/83/2/2066832.png.transform.product_reference_image_230_2x.png 2x",LUMINOR,PNPAM01314,2022-03-29,Q4 March 2022,7307.171853856563,2022,1,Entry Level,2022Q1
1210063,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01316-luminor-marina--specchio-blu---44mm.html,8900,USD,,LUMINOR,PNPAM01316,2022-03-29,Q4 March 2022,8028.867839422643,2022,1,Entry Level,2022Q1
1210064,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01662-luminor-marina---44mm.html,15400,USD,,LUMINOR,PNPAM01662,2022-03-29,Q4 March 2022,13892.647722147045,2022,1,Mid Range,2022Q1
1210065,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01661-luminor-marina-carbotech---44mm.html,13900,USD,,LUMINOR,PNPAM01661,2022-03-29,Q4 March 2022,12539.467749210644,2022,1,Mid Range,2022Q1
1210066,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01122-luminor-marina-44mm---guillaume-nery-edition.html,19500,USD,,LUMINOR,PNPAM01122,2022-03-29,Q4 March 2022,17591.339648173205,2022,1,Mid Range,2022Q1
1210067,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01084-luminor-logo---44mm.html,5500,USD,,LUMINOR,PNPAM01084,2022-03-29,Q4 March 2022,4961.659900766802,2022,1,Entry Level,2022Q1
1210068,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01085-luminor-blu-mare---44mm.html,5500,USD,,LUMINOR,PNPAM01085,2022-03-29,Q4 March 2022,4961.659900766802,2022,1,Entry Level,2022Q1
1210069,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01393-luminor-marina---42mm.html,7900,USD,,LUMINOR,PNPAM01393,2022-03-29,Q4 March 2022,7126.747857465042,2022,1,Entry Level,2022Q1
1210070,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01157-luminor-marina-esteel--blu-profondo.html,8700,USD,,LUMINOR,PNPAM01157,2022-03-29,Q4 March 2022,7848.443843031123,2022,1,Entry Level,2022Q1
1210071,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01356-luminor-marina-esteel--verde-smeraldo.html,8700,USD,,LUMINOR,PNPAM01356,2022-03-29,Q4 March 2022,7848.443843031123,2022,1,Entry Level,2022Q1
1210072,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01358-luminor-marina-esteel-grigio-roccia.html,8700,USD,,LUMINOR,PNPAM01358,2022-03-29,Q4 March 2022,7848.443843031123,2022,1,Entry Level,2022Q1
1210073,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01096-luminor-luna-rossa-gmt---42mm.html,10800,USD,,LUMINOR,PNPAM01096,2022-03-29,Q4 March 2022,9742.895805142083,2022,1,Entry Level,2022Q1
1210074,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01037-luminor-luna-rossa-chrono-flyback---44mm.html,18000,USD,,LUMINOR,PNPAM01037,2022-03-29,Q4 March 2022,16238.159675236806,2022,1,Mid Range,2022Q1
1210075,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01038-luminor-luna-rossa-regatta---47mm.html,24200,USD,,LUMINOR,PNPAM01038,2022-03-29,Q4 March 2022,21831.303563373927,2022,1,Mid Range,2022Q1
1210076,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01075-luminor-left-handed---47mm.html,9800,USD,,LUMINOR,PNPAM01075,2022-03-29,Q4 March 2022,8840.775823184484,2022,1,Entry Level,2022Q1
1210077,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01033-luminor-gmt---44mm.html,9400,USD,,LUMINOR,PNPAM01033,2022-03-29,Q4 March 2022,8479.927830401442,2022,1,Entry Level,2022Q1
1210078,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01537-luminor-gmt-power-reserve---42mm.html,9600,USD,,LUMINOR,PNPAM01537,2022-03-29,Q4 March 2022,8660.351826792963,2022,1,Entry Level,2022Q1
1210079,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01321-luminor-gmt-power-reserve---44mm.html,9800,USD,,LUMINOR,PNPAM01321,2022-03-29,Q4 March 2022,8840.775823184484,2022,1,Entry Level,2022Q1
1210080,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01535-luminor-gmt---42mm.html,9100,USD,,LUMINOR,PNPAM01535,2022-03-29,Q4 March 2022,8209.291835814163,2022,1,Entry Level,2022Q1
1210081,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01441-luminor-gmt---44mm.html,13900,USD,,LUMINOR,PNPAM01441,2022-03-29,Q4 March 2022,12539.467749210644,2022,1,Mid Range,2022Q1
1210082,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00335-luminor-gmt-10-days---44mm.html,17800,USD,,LUMINOR,PNPAM00335,2022-03-29,Q4 March 2022,16057.735678845285,2022,1,Mid Range,2022Q1
1210083,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00670-luminor-equation-of-time---47mm.html,21600,USD,,LUMINOR,PNPAM00670,2022-03-29,Q4 March 2022,19485.791610284166,2022,1,Mid Range,2022Q1
1210084,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00561-luminor-base-8-days---44mm.html,6300,USD,,LUMINOR,PNPAM00561,2022-03-29,Q4 March 2022,5683.355886332882,2022,1,Entry Level,2022Q1
1210085,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00779-luminor-california-8-days-dlc---44mm.html,8100,USD,,LUMINOR,PNPAM00779,2022-03-29,Q4 March 2022,7307.171853856563,2022,1,Entry Level,2022Q1
1210086,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00915-luminor-base---44mm.html,6900,USD,,LUMINOR,PNPAM00915,2022-03-29,Q4 March 2022,6224.627875507443,2022,1,Entry Level,2022Q1
1210087,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00233-luminor-8-days-gmt---44mm.html,12300,USD,,LUMINOR,PNPAM00233,2022-03-29,Q4 March 2022,11096.075778078484,2022,1,Mid Range,2022Q1
1210088,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01392-luminor-marina---42mm.html,7900,USD,,LUMINOR,PNPAM01392,2022-03-29,Q4 March 2022,7126.747857465042,2022,1,Entry Level,2022Q1
1210089,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00423-luminor-power-reserve---47mm.html,10200,USD,,LUMINOR,PNPAM00423,2022-03-29,Q4 March 2022,9201.623815967523,2022,1,Entry Level,2022Q1
1210090,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00422-luminor-marina---47mm.html,10100,USD,,LUMINOR,PNPAM00422,2022-03-29,Q4 March 2022,9111.411817771763,2022,1,Entry Level,2022Q1
1210091,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00775-luminor-base-logo---44mm.html,5000,USD,,LUMINOR,PNPAM00775,2022-03-29,Q4 March 2022,4510.599909788001,2022,1,Entry Level,2022Q1
1210092,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00777-luminor-logo---44mm.html,5500,USD,,LUMINOR,PNPAM00777,2022-03-29,Q4 March 2022,4961.659900766802,2022,1,Entry Level,2022Q1
1210093,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01104-luminor---44mm.html,7000,USD,,LUMINOR,PNPAM01104,2022-03-29,Q4 March 2022,6314.839873703202,2022,1,Entry Level,2022Q1
1210094,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00653-luminor-yachts-challenge---44mm.html,12300,USD,,LUMINOR,PNPAM00653,2022-03-29,Q4 March 2022,11096.075778078484,2022,1,Mid Range,2022Q1
1210095,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00914-luminor-base---44mm.html,6300,USD,,LUMINOR,PNPAM00914,2022-03-29,Q4 March 2022,5683.355886332882,2022,1,Entry Level,2022Q1
1210096,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00788-luminor-yachts-challenge---44mm.html,15900,USD,,LUMINOR,PNPAM00788,2022-03-29,Q4 March 2022,14343.707713125845,2022,1,Mid Range,2022Q1
1210097,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01117-luminor-marina---44mm.html,19500,USD,,LUMINOR,PNPAM01117,2022-03-29,Q4 March 2022,17591.339648173205,2022,1,Mid Range,2022Q1
1210098,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01118-luminor-marina-carbotech---44mm.html,16400,USD,,LUMINOR,PNPAM01118,2022-03-29,Q4 March 2022,14794.767704104645,2022,1,Mid Range,2022Q1
1210099,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam01060-luminor-tourbillon-gmt-goldtech---47mm.html,170200,USD,,LUMINOR,PNPAM01060,2022-03-29,Q4 March 2022,153540.82092918357,2022,1,Ultra Luxury,2022Q1
1210100,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor/pam00768-luminor-tourbillon-gmt---47mm.html,149000,USD,,LUMINOR,PNPAM00768,2022-03-29,Q4 March 2022,134415.87731168244,2022,1,Ultra Luxury,2022Q1
1210101,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01247-piccolo-due.html,6300,USD,"https://www.panerai.com/content/dam/rcq/pan/22/30/74/7/2230747.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/30/74/7/2230747.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01247,2022-03-29,Q4 March 2022,5683.355886332882,2022,1,Entry Level,2022Q1
1210102,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01248-piccolo-due.html,6300,USD,"https://www.panerai.com/content/dam/rcq/pan/22/30/73/6/2230736.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/30/73/6/2230736.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01248,2022-03-29,Q4 March 2022,5683.355886332882,2022,1,Entry Level,2022Q1
1210103,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01249-luminor-due---42mm.html,6500,USD,"https://www.panerai.com/content/dam/rcq/pan/22/22/26/2/2222262.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/22/26/2/2222262.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01249,2022-03-29,Q4 March 2022,5863.779882724402,2022,1,Entry Level,2022Q1
1210104,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01250-luminor-due---42mm.html,6500,USD,"https://www.panerai.com/content/dam/rcq/pan/22/22/24/6/2222246.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/22/24/6/2222246.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01250,2022-03-29,Q4 March 2022,5863.779882724402,2022,1,Entry Level,2022Q1
1210105,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01273-piccolo-due.html,6300,USD,"https://www.panerai.com/content/dam/rcq/pan/22/22/22/7/2222227.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/22/22/7/2222227.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01273,2022-03-29,Q4 March 2022,5683.355886332882,2022,1,Entry Level,2022Q1
1210107,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01280-piccolo-due-madreperla.html,16900,USD,"https://www.panerai.com/content/dam/rcq/pan/21/48/54/2/2148542.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/48/54/2/2148542.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01280,2022-03-29,Q4 March 2022,15245.827695083446,2022,1,Mid Range,2022Q1
1210108,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01123-luminor-due---38mm.html,7100,USD,"https://www.panerai.com/content/dam/rcq/pan/21/64/94/5/2164945.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/64/94/5/2164945.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01123,2022-03-29,Q4 March 2022,6405.051871898962,2022,1,Entry Level,2022Q1
1210109,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01124-luminor-due---42mm.html,7400,USD,"https://www.panerai.com/content/dam/rcq/pan/21/64/96/3/2164963.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/64/96/3/2164963.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01124,2022-03-29,Q4 March 2022,6675.6878664862425,2022,1,Entry Level,2022Q1
1210110,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01046-luminor-due---42mm.html,6500,USD,"https://www.panerai.com/content/dam/rcq/pan/19/34/35/5/1934355.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/34/35/5/1934355.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01046,2022-03-29,Q4 March 2022,5863.779882724402,2022,1,Entry Level,2022Q1
1210111,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam00944-luminor-due-gmt-power-reserve---45mm.html,11200,USD,"https://www.panerai.com/content/dam/rcq/pan/16/49/90/0/1649900.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/16/49/90/0/1649900.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM00944,2022-03-29,Q4 March 2022,10103.743797925124,2022,1,Mid Range,2022Q1
1210112,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam00675-luminor-due---45mm.html,25500,USD,"https://www.panerai.com/content/dam/rcq/pan/13/33/01/8/1333018.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/13/33/01/8/1333018.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM00675,2022-03-29,Q4 March 2022,23004.05953991881,2022,1,Mid Range,2022Q1
1210113,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam00964-luminor-due-gmt-power-reserve---45mm.html,12200,USD,"https://www.panerai.com/content/dam/rcq/pan/19/34/35/4/1934354.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/34/35/4/1934354.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM00964,2022-03-29,Q4 March 2022,11005.863779882724,2022,1,Mid Range,2022Q1
1210114,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam00927-luminor-due---42mm.html,7400,USD,"https://www.panerai.com/content/dam/rcq/pan/19/31/49/9/1931499.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/31/49/9/1931499.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM00927,2022-03-29,Q4 March 2022,6675.6878664862425,2022,1,Entry Level,2022Q1
1210115,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01029-luminor-due---38mm.html,15700,USD,"https://www.panerai.com/content/dam/rcq/pan/19/18/48/0/1918480.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/18/48/0/1918480.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01029,2022-03-29,Q4 March 2022,14163.283716734326,2022,1,Mid Range,2022Q1
1210116,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01042-luminor-due---42mm.html,18900,USD,"https://www.panerai.com/content/dam/rcq/pan/19/72/38/6/1972386.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/72/38/6/1972386.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01042,2022-03-29,Q4 March 2022,17050.067658998647,2022,1,Mid Range,2022Q1
1210117,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01041-luminor-due---42mm.html,18900,USD,"https://www.panerai.com/content/dam/rcq/pan/19/72/38/7/1972387.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/72/38/7/1972387.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01041,2022-03-29,Q4 March 2022,17050.067658998647,2022,1,Mid Range,2022Q1
1210118,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01306-luminor-due-luna-rossa.html,6300,USD,"https://www.panerai.com/content/dam/rcq/pan/22/71/20/3/2271203.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/22/71/20/3/2271203.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01306,2022-03-29,Q4 March 2022,5683.355886332882,2022,1,Entry Level,2022Q1
1210119,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam01045-luminor-due---38mm.html,15700,USD,"https://www.panerai.com/content/dam/rcq/pan/19/34/35/7/1934357.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/34/35/7/1934357.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM01045,2022-03-29,Q4 March 2022,14163.283716734326,2022,1,Mid Range,2022Q1
1210121,Panerai,https://www.panerai.com/us/en/collections/watch-collection/luminor-due/pam00755-luminor-due---38mm.html,6200,USD,"https://www.panerai.com/content/dam/rcq/pan/16/49/88/6/1649886.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/16/49/88/6/1649886.png.transform.product_reference_image_230_2x.png 2x",LUMINOR-DUE,PNPAM00755,2022-03-29,Q4 March 2022,5593.143888137122,2022,1,Entry Level,2022Q1
1210122,Panerai,https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01243-radiomir-eilean---45mm.html,8100,USD,"https://www.panerai.com/content/dam/rcq/pan/21/95/84/1/2195841.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/21/95/84/1/2195841.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM01243,2022-03-29,Q4 March 2022,7307.171853856563,2022,1,Entry Level,2022Q1
1210123,Panerai,https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam01244-radiomir-eilean.html,40100,USD,"https://www.panerai.com/content/dam/rcq/pan/23/09/96/7/2309967.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/23/09/96/7/2309967.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM01244,2022-03-29,Q4 March 2022,36175.011276499776,2022,1,High End,2022Q1
1210124,Panerai,https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam00753-radiomir-base-logo---45mm.html,4500,USD,"https://www.panerai.com/content/dam/rcq/pan/17/54/32/2/1754322.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/17/54/32/2/1754322.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00753,2022-03-29,Q4 March 2022,4059.5399188092015,2022,1,Entry Level,2022Q1
1210125,Panerai,https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam00754-radiomir-black-seal-logo---45mm.html,5000,USD,"https://www.panerai.com/content/dam/rcq/pan/17/54/32/1/1754321.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/17/54/32/1/1754321.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00754,2022-03-29,Q4 March 2022,4510.599909788001,2022,1,Entry Level,2022Q1
1210126,Panerai,https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam00424-radiomir-california---47mm.html,8000,USD,"https://www.panerai.com/content/dam/rcq/pan/79/27/61/792761.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/79/27/61/792761.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00424,2022-03-29,Q4 March 2022,7216.9598556608025,2022,1,Entry Level,2022Q1
1210127,Panerai,https://www.panerai.com/us/en/collections/watch-collection/radiomir/pam00931-radiomir-california---47mm.html,8700,USD,"https://www.panerai.com/content/dam/rcq/pan/19/62/12/8/1962128.png.transform.product_reference_image_230.png, /content/dam/rcq/pan/19/62/12/8/1962128.png.transform.product_reference_image_230_2x.png 2x",RADIOMIR,PNPAM00931,2022-03-29,Q4 March 2022,7848.443843031123,2022,1,Entry Level,2022Q1
